name,location,code
달산봉,제주도 서귀포시 표선면 ,491300801
달음산,부산광역시 기장군  ,267100401
담바우산,충청북도 옥천군  ,437303001
답십리공원,서울특별시 동대문구  ,112300204
당경산,충청남도 보령시 남포면 ,441800101
당두산,충청북도 제천시 금성면 ,431501001
당산,대전광역시 대덕구 회덕1동 ,302300301
당산,경기도 여주시  ,416703701
당산,충청남도 연기군 남면 ,447300701
당산,충청남도 당진군  ,448300301
당산봉,제주도 제주시 한경면 ,491100401
당산봉알봉,제주도 제주시  ,491103804
당오름,제주도 서귀포시  ,491302204
대곡산,경상남도 마산시 문화동 ,481500601
대곡산,경상남도 고성군 고성읍 ,488201201
대공산성,강원도 강릉시 사천면 ,421508604
대공원산,울산광역시 남구 신정동 ,311400604
대공원숲길,울산광역시 남구  ,311400804
대관령,강원도 강릉시 성산면 ,421507504
대금산,경기도 가평군 가평읍 ,418201101
대금산,경상남도 거제시 연초면 ,483101301
대금산두밀리고개,경기도 가평군  ,418204904
대니산,대구광역시 달성군 현풍면 ,277100501
대덕봉,충청남도 청양군 정산면 ,447900501
대덕산,대구광역시 수성구 고산2동 ,272600201
대덕산,경기도 평택시 포승면 ,412200301
대덕산,강원도 태백시 삼수동 ,421900501
대덕산,강원도 삼척시 도계읍 ,422308901
대덕산,전라북도 진안군 상전면 ,457200601
대덕산,전라북도 진안군  ,457202801
대덕산,전라남도 영광군 법성면 ,468700401
대도사뒷산,충청북도 제천시  ,431505204
대동산,전라북도 순창군 순창읍 ,457700701
대둔산,충청남도 금산군  ,447103401
대둔산_마천대,충청남도 논산시  ,442300801
대렴봉,경기도 여주시 금사면 ,416703601
대록산,제주도 서귀포시 표선면 ,491300901
대룡산,강원도 춘천시 동내면 ,421101101
대룡산,전라남도 보성군 미력면 ,467800401
대룡폭포,대구광역시 수성구  ,272601704
대명산,충청남도 논산시 부적면 ,442300901
대모산,서울특별시 서초구  ,116500701
대모산,서울특별시 강남구 일원본동 ,116800201
대모산,전라북도 순창군  ,457702501
대미산,충청북도 제천시 덕산면 ,431501201
대미산,전라남도 여수시 돌산읍 ,461300701
대방산,경상남도 남해군 창선면 ,488401601
대별동산,대전광역시 동구  ,301103901
대봉,경상남도 거창군 북상면 ,488804601
대봉산,전라남도 완도군 소안면 ,468900401
대봉산,전라남도 신안군 흑산면 ,469100701
대봉산,경상남도 함양군 서하면 ,488703901
대부산,전라북도 완주군 동상면 ,457100501
대비오름,제주도 서귀포시  ,491302304
대상골월경산,경상남도 함양군  ,488704001
대성산,대전광역시 동구  ,301104001
대성산,충청북도 옥천군 이원면 ,437300401
대성산,경상남도 산청군  ,488601601
대수산봉,제주도 서귀포시 성산읍 ,491301001
대신리,전라북도 완주군  ,457103904
대아수목원,전라북도 완주군  ,457104204
대암봉,대구광역시 동구  ,271400301
대암산,강원도 인제군 서화면 ,428101301
대암산,경상남도 창원시 가음정동 ,481100201
대암산,경상남도 합천군 율곡면 ,488901701
대야산,경상북도 문경시 가은읍 ,472800901
대야산성,강원도 영월군  ,427505504
대왕산,전라남도 순천시  ,461504801
대왕산,제주도 서귀포시 성산읍 ,491301101
대운산,경상남도 양산시 웅상읍 ,483300501
대이작도,인천광역시 강화군  ,287101704
대자산,경기도 고양시덕양구  ,412801401
대잠동센트럴,경상북도 포항시남구  ,471105504
대전둘레길만인산,대전광역시 동구  ,301101803
대전산책로,경상북도 청송군  ,477502904
대전시경계종주,대전광역시 동구  ,301100104
대절산,전라남도 영광군  ,468702601
대조봉,강원도 태백시 황지동 ,421903101
대지산,경기도 용인시수지구 죽전동 ,414600104
대지산,경기도 광주시 오포읍 ,416102901
대초산,전라북도 군산시 대야면 ,451301501
대포저수지,강원도 속초시 대포동 ,422100204
대포항주변,강원도 속초시 대포동 ,422100304
대황산_대봉산,전라북도 군산시  ,451301601
댓재옛길,강원도 삼척시 미로면 ,422309204
더기산,충청남도 금산군  ,447100701
더데오름,제주도 서귀포시  ,491302404
더퍼리골,대전광역시 동구  ,301101904
덕가산,강원도 영월군  ,427501101
덕갈산,경상남도 거창군 남상면 ,488801501
덕고산,강원도 횡성군 횡성읍 ,427300501
덕기봉,충청남도 금산군 부리면 ,447100801
덕대산,충청북도 옥천군  ,437302601
덕동산,경기도 평택시 비전동 ,412200104
덕령산,강원도 철원군 갈말읍 ,427802201
덕룡산,전라남도 강진군 도암면 ,468100501
덕봉,광주광역시 북구 화암동 ,291701801
덕봉산,강원도 삼척시 근덕면 ,422301401
덕봉산,충청남도 예산군 예산읍 ,448100201
덕산,경상남도 고성군 개천면 ,488201301
덕산_가야산,충청남도 예산군  ,448100301
덕산계곡,전라북도 장수군  ,457403804
덕산계곡,전라북도 장수군  ,457403904
덕산봉,경상북도 봉화군 재산면 ,479200701
덕산산,전라남도 영광군  ,468702801
덕성산,경기도 수원시장안구 이목동 ,411170901
덕성산,경기도 안성시 금광면 ,415500701
덕숭산_수덕산,충청남도 예산군  ,448100401
덕암산,경기도 안성시 원곡면 ,415500801
덕암산,전라남도 완도군 고금면 ,468900501
덕우봉,강원도 강릉시 강남동 ,421501501
덕우산,강원도 강릉시 왕산면 ,421501601
덕유산_향적봉,전라북도 무주군 설천면 ,457300702
덕음산,전라북도 남원시  ,451900901
덕정산,인천광역시 강화군  ,287101801
덕지산,경기도 평택시 청북면 ,412200501
덕태산,전라북도 진안군  ,457200801
덕태산백운마을,전라북도 진안군  ,457203704
덕포숲길,강원도 영월군  ,427505604
덕항산,강원도 태백시 삼수동 ,421900601
덤바위산,대전광역시 동구  ,301104101
도계대덕산,강원도 삼척시  ,422304001
도고산,충청남도 아산시  ,442001201
도고산,충청남도 예산군  ,448102401
도고산,경상북도 칠곡군 기산면 ,478501001
도너리오름,제주도 서귀포시  ,491300404
도덕봉,충청북도 옥천군 옥천읍 ,437300501
도덕봉,충청북도 옥천군 청산면 ,437302801
도덕산,대구광역시 동구 공산2동 ,271400401
도덕산,경기도 광명시  ,412100301
도덕산,경상북도 경주시 안강읍 ,471301301
도덕산,경상남도 통영시 도산면 ,482200601
도두봉,제주도 제주시 도두동 ,491100501
도락산,경기도 양주시 백석읍 ,416300501
도락산,충청북도 단양군  ,438002801
도름산,강원도 정선군 임계면 ,427702301
도리산,전라남도 진도군 조도면 ,469000701
도봉산,경상남도 김해시 상동면 ,482501001
도봉산_자운봉,서울특별시 도봉구 도봉동 ,113200102
도비산,충청남도 서산시 인지면 ,442100401
도숭산,경상남도 함양군 지곡면 ,488703701
도안공원,대전광역시 서구  ,301700704
도음산,경상북도 포항시북구 흥해읍 ,471104901
도장산,경상북도 문경시 농암면 ,472801001
도초산,경상남도 창녕군 남지읍 ,487400701
도화리,강원도 양양군 손양면 ,428305904
독묘산,강원도 삼척시 신기면 ,422301701
독바위산,서울특별시 은평구  ,113801001
독봉산,강원도 삼척시  ,422305901
독봉산,경상남도 거제시 신현읍 ,483101501
독수정원림,전라남도 담양군 남면 ,467102804
독실산,전라남도 신안군  ,469104801
독용산,경상북도 성주군 가천면 ,478400701
독자봉,제주도 서귀포시 성산읍 ,491301201
독재봉,강원도 횡성군  ,427303901
돈달산,경상북도 문경시  ,472804801
돈대미,제주도 제주시  ,491103904
돈대이,경상북도 봉화군  ,479205204
돈지공원,대구광역시 동구 신평동 ,271401504
돌고개,강원도 춘천시 삼천동 ,421105704
돌구산,경상남도 고성군 상리면 ,488207101
돌람산,충청북도 옥천군  ,437300601
돌봉산,경기도 용인시처인구 유방동 ,414603901
돌오름길,제주도 서귀포시  ,491300304
돔박이,제주도 제주시  ,491104004
돗대산,전라북도 군산시  ,451301701
동광산,대전광역시 동구  ,301104201
동구래탐방로,강원도 화천군  ,427903404
동구릉,경기도 구리시  ,413100204
동국대뒷산,경기도 고양시일산동구  ,412801504
동달산,충청남도 보령시 미산면 ,441800201
동대산,울산광역시 북구 매곡동 ,312000101
동대산,경상북도 영덕군 남정면 ,477701201
동두산,강원도 양양군 양양읍 ,428301101
동림산,충청북도 청주시흥덕구 옥산면 ,431101101
동림산,충청남도 연기군  ,447300801
동막산,충청남도 보령시 웅천읍 ,441800301
동망봉,전라남도 완도군  ,468901801
동맥이산,경기도 이천시 마장면 ,415003401
동백길,제주도 서귀포시  ,491300204
동산,충청북도 제천시 청풍면 ,431501301
동산,경상남도 거제시 거제면 ,483101701
동성산,전라북도 완주군 고산면 ,457100601
동악산둘레길,전라남도 곡성군  ,467200103
동암산,인천광역시 부평구  ,282370601
동포뒷산,전라남도 고흥군  ,467703101
동해동산,충청남도 공주시  ,441505501
동화산,울산광역시 북구 송정동 ,312000201
된봉,강원도 강릉시 난곡동 ,421507601
된봉,강원도 태백시  ,421903601
됨봉,충청남도 공주시  ,441505601
두루봉산,충청북도 청주시청원구  ,431101301
두류산,강원도 화천군 하남면 ,427900601
두륜산_가련봉,전라남도 해남군 북일면 ,468201301
두리봉,강원도 춘천시  ,421101301
두리봉,충청남도 공주시  ,441505701
두리봉,전라북도 전주시  ,451101201
두리봉,경상북도 상주시  ,472505201
두만리산,충청남도 공주시  ,441505801
두무산,경상남도 거창군  ,488807701
두밀령,강원도 양구군  ,428001204
두방산,전라남도 고흥군 동강면 ,467700401
두백산,강원도 고성군 죽왕면 ,428203601
두봉산,전라남도 신안군 자은면 ,469101401
두수골,강원도 삼척시 도계읍 ,422309304
두승산,전라북도 정읍시 덕천면 ,451801001
두승산성,전라북도 정읍시  ,451803904
두억봉,전라남도 영암군  ,468302301
두억봉,전라남도 영암군  ,468303101
두위봉,강원도 영월군 중동면 ,427501201
두치산,강원도 정선군 고한읍 ,427700201
두타산,강원도 삼척시 미로면 ,422301901
두타산,강원도 평창군 진부면 ,427601501
두타산,충청북도 진천군 초평면 ,437500301
둔군봉,충청남도 당진군  ,448300501
둔덕산,경상북도 문경시 가은읍 ,472801101
둔병재어림재,전라남도 화순군  ,467904204
둔주봉,충청남도 공주시  ,441505901
둔지봉,제주도 제주시 구좌읍 ,491100601
둔철산,경상남도 산청군 산청읍 ,488602001
둥글메산,인천광역시 계양구  ,282450201
뒷굽은이오름,제주도 제주시  ,491104104
뒷산한치고개,충청남도 예산군  ,448102704
드름산,강원도 춘천시  ,421101501
들레오름,제주도 제주시  ,491104204
등고산,경기도 화성시 팔탄면 ,415903601
등곡산,충청북도 제천시 한수면 ,431501501
등배산,인천광역시 남동구 도림동 ,282001101
등운산,경상북도 영덕군 병곡면 ,477701501
따라비,제주도 서귀포시 표선면 ,491300104
땅재봉,강원도 강릉시 유천동 ,421507701
로방산,경상남도 의령군  ,487205001
마곡사,충청남도 공주시  ,441506004
마구산,경기도 용인시  ,414603701
마국산,경기도 이천시  ,415003701
마금산,경상남도 창원시 북면 ,481100301
마니산,인천광역시 강화군  ,287100601
마니산,충청북도 영동군 양산면 ,437401101
마당재산,충청북도 제천시 금성면 ,431501601
마대산,강원도 영월군 하동면 ,427501301
마등산,경기도 화성시 동탄면 ,415904001
마락산,경기도 광주시 도척면 ,416103001
마래산,전라남도 여수시 화정면 ,461300901
마로산,전라남도 광양시 광양읍 ,462300601
마명산,강원도 강릉시 경포동 ,421501901
마보기,제주도 제주시  ,491104304
마복산,전라남도 고흥군 포두면 ,467700501
마봉산,전라북도 순창군  ,457702601
마봉산,경상남도 진해시 웅동1동 ,481900501
마산,강원도 고성군 간성읍 ,428201201
마산동산성,대전광역시 동구  ,301102504
마산봉,강원도 정선군  ,427702901
마성산,충청북도 옥천군 옥천읍 ,437300801
마안산,경기도 평택시 현덕면 ,412200601
마안산,경상남도 함양군 지곡면 ,488701201
마암1898봉,충청남도 공주시  ,441506101
마이산,전라북도 진안군 마령면 ,457200901
마적산,강원도 춘천시 신북읍 ,421101701
마중오름,제주도 제주시  ,491101004
마집봉,광주광역시 동구 용연동 ,291101901
마차봉,강원도 강릉시 죽헌동 ,421507801
마천산,대구광역시 달성군 하빈면 ,277100801
마파산,경상남도 통영시 산양읍 ,482202901
마평동산,경기도 용인시처인구 마평동 ,414604001
마항산,경상북도 군위군 군위읍 ,477201901
마향산,전라북도 무주군 적상면 ,457300801
막장봉,경상북도 문경시 가은읍 ,472805101
만경대,강원도 강릉시 구미동 ,421500504
만경산,충청남도 천안시  ,441300701
만경산,경상북도 의성군 단밀면 ,477301101
만남의광장구포도서관,부산광역시 북구  ,263200103
만덕봉,강원도 강릉시 왕산면 ,421502101
만덕산,전라북도 완주군 소양면 ,457100701
만덕산,전라남도 담양군 대덕면 ,467100701
만덕산,전라남도 강진군  ,468100701
만뢰산,충청북도 진천군 진천읍 ,437500401
만리공원,강원도 속초시 교동 ,422100404
만리산,경상북도 봉화군 명호면 ,479200801
만리포중학교뒷산,충청남도 태안군 소원면 ,448252304
만불산,경상북도 경주시 서면 ,471306001
만석산,경상북도 봉화군 물야면 ,479200901
만세봉,충청남도 청양군 정산면 ,447900601
만수산,인천광역시 남동구 만수동 ,282000701
만수산,충청남도 보령시 미산면 ,441800401
만어산,경상남도 밀양시 삼랑진읍 ,482701601
만연산,전라남도 화순군 화순읍 ,467901201
만월산,인천광역시 강화군  ,287100701
만월산,강원도 양양군 현북면 ,428301201
만인산,충청남도 금산군 복수면 ,447101101
만지산,강원도 정선군 정선읍 ,427702501
만항산,강원도 정선군  ,427709001
말곡리산,강원도 양양군 현북면 ,428306004
말목산,충청북도 단양군  ,438002901
망객산,충청남도 당진군  ,448300601
망경대,충청남도 연기군  ,447302904
망경대산,강원도 영월군 하동면 ,427501501
망경산,충청남도 아산시 배방면 ,442001501
망경산,전라북도 군산시 성산면 ,451302001
망기봉,강원도 강릉시 옥계면 ,421507901
망나니고개,강원도 철원군  ,427802904
망대암산,강원도 양양군 서면 ,428305301
망덕봉,충청북도 제천시  ,431504501
망덕봉,충청남도 공주시  ,441506201
망령산,강원도 홍천군 홍천읍 ,427202101
망마산,전라남도 여수시 화정면 ,461301001
망모산,전라남도 무안군 일로읍 ,468401101
망밭,제주도 제주시  ,491104404
망봉산,경상남도 거제시 사등면 ,483106301
망산,전라남도 완도군 금일읍 ,468900701
망산,경상남도 통영시 한산면 ,482200801
망산,경상남도 거제시 일운면 ,483102101
망산,경상남도 거제시 남부면 ,483106401
망산,경상남도 거제시 일운면 ,483106501
망설봉,경상남도 거창군 남상면 ,488805901
망우산,서울특별시 중랑구  ,112600301
망운산,경상남도 남해군 미조면 ,488401901
망월산,충청북도 청주시서원구 남이면 ,431101601
망월산,충청남도 청양군 장평면 ,447900701
망일봉,전라남도 순천시  ,461505401
망일산,경상남도 합천군 봉산면 ,488902201
망주산,전라남도 고흥군 남양면 ,467700701
망진산,경상남도 진주시 망경동 ,481700701
망치산,경상남도 거제시 사등면 ,483102501
망태봉,강원도 인제군 남면 ,428101601
망해봉,경상남도 산청군 단성면 ,488602201
망해산,전라북도 군산시 나포면 ,451302101
매고개,강원도 인제군 남면 ,428105604
매곡산,경기도 양평군 서종면 ,418301701
매봉,강원도 강릉시 연곡면 ,421502501
매봉,강원도 횡성군  ,427300801
매봉,경상남도 합천군 삼가면 ,488906701
매봉,제주도 제주시  ,491104504
매봉산,경기도 평택시 비전동 ,412200204
매봉산,강원도 원주시  ,421300901
매봉산,강원도 동해시 삼화동 ,421700301
매봉산,강원도 태백시 삼수동 ,421900701
매봉산,강원도 영월군 상동읍 ,427501701
매봉산,강원도 정선군 여량면 ,427700401
매봉산,강원도 화천군 간동면 ,427900701
매봉산,충청북도 청주시서원구  ,431105901
매봉산,충청남도 천안시 병천면 ,441300801
매봉산,충청남도 청양군  ,447902201
매봉산,전라남도 해남군  ,468203501
매봉산,전라남도 무안군  ,468403301
매봉산,경상북도 구미시 장천면 ,471900701
매봉산,경상북도 문경시 동로면 ,472804601
매봉산,경상북도 영양군 수비면 ,477601501
매봉산,경상북도 봉화군 봉화읍 ,479201001
매봉산,경상남도 밀양시 삼랑진읍 ,482701701
매봉산,경상남도 양산시 어곡동 ,483302501
매봉산,경상남도 의령군 궁류면 ,487201501
매봉산,경상남도 고성군 마암면 ,488202101
매봉산,경상남도 산청군 오부면 ,488602401
매봉산,경상남도 합천군 합천읍 ,488906801
매봉산산림욕장,강원도 평창군 대화면 ,427605604
매봉재,충청남도 홍성군  ,448002504
매산,강원도 평창군 진부면 ,427605801
매악산,경상북도 상주시 사벌면 ,472501201
매원산,강원도 삼척시 근덕면 ,422300103
머네골1구간,강원도 고성군 간성읍 ,428203704
면산,강원도 태백시 구문소동 ,421900901
면산,강원도 삼척시  ,422302301
명덕봉,충청남도 청양군 정산면 ,447900801
명덕봉,전라북도 진안군 정천면 ,457201101
명덕산,충청남도 공주시 옥룡동 ,441501101
명도봉,전라북도 진안군  ,457203101
명동재,경상남도 거제시 하청면 ,483106604
명봉산,대구광역시 북구 칠곡3동 ,272300401
명봉산,경기도 고양시덕양구  ,412801601
명성산,강원도 철원군 갈마읍 ,427800701
명지산,경기도 가평군 북면 ,418201401
모구리,제주도 제주시  ,491104604
모도당산,인천광역시 옹진군  ,287201601
모락산,경기도 의왕시 내손2동 ,414300401
모산봉,강원도 강릉시 강남동 ,421502701
모악산,전라북도 전주시  ,451103301
모악산,전라북도 김제시  ,452100701
모후산,전라남도 화순군 동복면 ,467901601
목우산,강원도 영월군  ,427501901
목포시립도서관뒷산,전라남도 목포시  ,461101404
몰운대,부산광역시 사하구  ,263800504
몰운대,강원도 정선군 화암면 ,427700604
못골산,강원도 정선군 고한읍 ,427700901
몽덕산,경기도 가평군 북면 ,418201601
몽령산,충청북도 청주시청원구  ,431101701
묘고산,전라북도 전주시  ,451103401
묘봉미남봉,경상북도 상주시  ,472505301
묘봉산,경상북도 포항시북구 흥해읍 ,471105001
묘봉산,경상북도 포항시남구  ,471105201
무갑산,경기도 광주시 초월면 ,416101301
무등산,충청북도 제천시 송학면 ,431502001
무랑골,강원도 양양군 현북면 ,428300104
무량산,충청북도 영동군  ,437401301
무량산,경상남도 고성군 고성읍 ,488202401
무룡산,울산광역시 북구 송정동 ,312000301
무룡산,경상남도 거창군 북상면 ,488804701
무봉산,경기도 평택시 진위면 ,412200801
무봉산,경기도 화성시 남양면 ,415900801
무선산,전라남도 여수시 화정면 ,461301301
무성산,경기도 평택시 청북면 ,412202301
무성산,충청남도 공주시 우성면 ,441501201
무암사,충청북도 제천시  ,431505304
무이산,경상남도 고성군 상리면 ,488202501
무이산,경상남도 함양군 지곡면 ,488701401
무제산,충청북도 진천군 이월면 ,437500601
무지개산,경상북도 상주시  ,472501301
무척산,경상남도 김해시 생림면 ,482501401
무학봉,강원도 화천군  ,427903301
무학산,대구광역시 수성구 황금동 ,272601101
무학산,경상북도 경산시 하양읍 ,472900701
무학산,경상남도 마산시 교방동 ,481500901
무학산둘레길,경상남도 창원시  ,481100103
무학산용두산,전라북도 익산시  ,451400601
묵방산,충청남도 공주시 우성면 ,441501301
묵방산,전라북도 완주군 상관면 ,457100801
묵장산,울산광역시 울주군 두동면 ,317104401
문래산,충청북도 충주시 살미면 ,431301001
문명산,경상북도 봉화군 명호면 ,479201201
문박산,충청남도 청양군 비봉면 ,447900901
문복산,경상북도 청도군 운문면 ,478201201
문봉산,충청남도 보령시 성주면 ,441800601
문산리뒷산,대구광역시 달성군  ,277104104
문수봉,경기도 용인시 원삼면 ,414601601
문수산,울산광역시 울주군 청량면 ,317101801
문수산,경기도 용인시 모현면 ,414601701
문수산,경기도 용인시처인구  ,414605101
문수산,전라북도 고창군 고수면 ,457900401
문수산,경상북도 구미시 산동면 ,471904201
문수산,경상북도 봉화군 물야면 ,479201301
문안산,경기도 남양주시 화도읍 ,413600601
문안산신당재,경기도 남양주시  ,413603504
문암산,강원도 태백시 금천동 ,421903201
문암산,강원도 홍천군 내면 ,427202901
문유산,전라남도 순천시 승주읍 ,461501001
문학산,인천광역시 연수구 연수1동 ,281850101
문형산,경기도 광주시 오포읍 ,416101401
물무산,전라남도 영광군  ,468702101
물박물관,경상남도 진주시 내동면 ,481703304
물야면사무소뒷산,경상북도 봉화군  ,479205804
물영아리,제주도 제주시  ,491104704
물찻오름,제주도 제주시  ,491100603
미궐산,충청남도 청양군 목면 ,447901001
미녀봉,경상남도 거창군  ,488807801
미동산,충청북도 청주시상당구 미원면 ,431101801
미륵산,전라북도 익산시 삼기면 ,451400201
미륵산,경상남도 통영시 봉평동 ,482201101
미륵산,경상남도 통영시 미수동 ,482203101
미림산,경상북도 봉화군 재산면 ,479201401
미봉산,경상남도 함안군 군북면 ,487302601
미석산,경상북도 구미시 해평면 ,471900901
미숭산,경상북도 고령군 고령읍 ,478300601
미숭산,경상남도 합천군  ,488907501
미약산,제주도 제주시  ,491104804
미타산,경상남도 의령군 부림면 ,487201601
미타산,경상남도 합천군  ,488907601
민둥산,경기도 가평군  ,418201701
민락,경기도 의정부시  ,411500804
민락공원,부산광역시 수영구  ,265000304
민안초등학교뒷산,부산광역시 수영구  ,265000404
민오름,제주도 제주시  ,491102804
민오름,제주도 제주시  ,491104904
민주지산,충청북도 영동군 상촌면 ,437401401
민주지산불대,전라북도 무주군  ,457302704
바늘오름,제주도 제주시  ,491102103
바데산,경상북도 영덕군 남정면 ,477701901
바둑고개,강원도 인제군 서화면 ,428105704
바라산,경기도 의왕시 청계동 ,414300501
바라산자연휴양림,경기도 의왕시  ,414300904
바랑산,경상남도 거창군 신원면 ,488804901
바리메,제주도 제주시 애월읍 ,491100701
바우오름,제주도 서귀포시  ,491302504
박난봉,전라남도 순천시  ,461504901
박달봉,경기도 포천시 이동면 ,416504601
박달봉,강원도 정선군 정선읍 ,427701001
박달산,충청북도 영동군 용산면 ,437401501
박달산,충청북도 괴산군 장연면 ,437600501
박달산,경상북도 안동시 녹전면 ,471701401
박대산,경상남도 의령군 의령읍 ,487205601
박봉산,충청남도 예산군 신양면 ,448100701
박산,경상남도 거창군  ,488806701
박석산,전라북도 무주군 설천면 ,457302401
박월산,강원도 태백시 동점동 ,421902501
박월산,경상남도 창녕군 고암면 ,487403701
박유산,경상남도 거창군 남하면 ,488802101
밖돌오름,제주도 제주시  ,491105004
반론산,강원도 정선군 여량면 ,427708301
반륜산,강원도 정선군 북면 ,427703201
반야사둘레길,충청북도 영동군  ,437400103
반약산,충청남도 논산시 취암동 ,442301501
반용산,경상남도 김해시 장유면 ,482501601
반월산,경상남도 마산시 양덕2동 ,481501001
반천리,강원도 정선군 임계면 ,427701104
발교산,강원도 횡성군 청일면 ,427301101
발리리뒷산,경상북도 영양군 수비면 ,477602004
발산,강원도 영월군 영월읍 ,427502001
발산분덕재,강원도 영월군  ,427505304
발왕산,강원도 평창군 도암면 ,427602201
발한동,강원도 동해시  ,421701804
밝얼산,울산광역시 울주군 상북면 ,317104501
밥봉,강원도 강릉시 옥계면 ,421502901
밧세미오름,제주도 제주시  ,491102203
방가산,경상북도 영천시 화북면 ,472301001
방계산,경상남도 의령군 낙서면 ,487204401
방골산,경상남도 창녕군 성산면 ,487403401
방광산,경상북도 청송군 청송읍 ,477501601
방구산,광주광역시 남구  ,291551301
방아고개,강원도 동해시 당봉동 ,421701904
방아달산,충청남도 공주시  ,441506301
방애오름,제주도 제주시  ,491105104
방어산,경상남도 진주시 지수면 ,481701101
방장산,전라북도 고창군 신림면 ,457900601
방장산,전라남도 보성군 겸백면 ,467800601
방태산,강원도 인제군 기린면 ,428102201
배금산,전라남도 장성군  ,468803001
배담재,전라남도 담양군 남면 ,467102904
배래치골산,강원도 정선군  ,427701201
배매산,인천광역시 서구  ,282601201
배미산,경기도 여주시  ,416703801
배방산,충청남도 아산시 배방면 ,442001901
배봉산,서울특별시 동대문구 휘경제2동 ,112300101
배산,부산광역시 수영구 망미1동 ,265000201
배산,전라북도 익산시  ,451400701
배재산,충청남도 보령시 주포면 ,441800701
백곡산,충청북도 제천시  ,431504601
백덕산,강원도 영월군 수주면 ,427505801
백덕산,강원도 평창군 평창읍 ,427602301
백두대간건의령고적대,강원도 삼척시  ,422300704
백두대간동해전망대,강원도 강릉시  ,421500604
백두대간만항재,강원도 정선군  ,427700504
백두대간트레일인제,강원도 인제군  ,428100403
백두대간트레일평창,강원도 평창군 대관령면 ,427600203
백두산,경상남도 김해시 대동면 ,482501701
백련산,서울특별시 은평구 응암제2동 ,113800101
백련산,서울특별시 서대문구  ,114100701
백련산,전라북도 임실군 강진면 ,457501001
백룡산,전라남도 영암군 금정면 ,468300701
백마산,광주광역시 서구 서창동 ,291400201
백마산,경기도 광주시 초월면 ,416101601
백마산,충청남도 금산군  ,447103601
백마산,경상북도 구미시 고아면 ,471901001
백마산,경상남도 밀양시  ,482702001
백마산,경상남도 산청군 신안면 ,488602601
백병봉,경기도 양평군 강하면 ,418302001
백병산,강원도 태백시 황연동 ,421901101
백복령,강원도 정선군 임계면 ,427700103
백봉산,경기도 남양주시 화도읍 ,413602501
백봉산,경기도 남양주시 와부읍 ,413602801
백석봉,강원도 정선군 북평면 ,427703501
백석산,광주광역시 서구  ,291400301
백석산,강원도 평창군 진부면 ,427602401
백수리산,경상북도 김천시 부항면 ,471504201
백아산,전라남도 화순군 북면 ,467901901
백아산,전라남도 함평군  ,468600701
백아산목장,전라남도 화순군  ,467904304
백악산,충청북도 괴산군 청천면 ,437600801
백안산,경상남도 합천군 삼가면 ,488903101
백암산,강원도 홍천군 내촌면 ,427203001
백암산,충청남도 금산군  ,447101301
백암산,경상북도 울진군 온정면 ,479301101
백암산,경상남도 거제시 거제면 ,483102701
백암산,경상남도 함양군 함양읍 ,488701501
백약이,제주도 서귀포시  ,491302604
백양산,부산광역시 사상구 모라동 ,265300101
백우산,강원도 홍천군 내촌면 ,427203101
백우산,전라남도 장성군  ,468803101
백운봉,경기도 양평군  ,418304701
백운봉,경상북도 구미시  ,471905301
백운산,인천광역시 중구 영종동 ,281100101
백운산,울산광역시 울주군 상북면 ,317102001
백운산,경기도 안성시 죽산면 ,415501501
백운산,경기도 포천시 이동면 ,416501801
백운산,강원도 정선군 신동읍 ,427708601
백운산,충청북도 제천시 백운면 ,431502201
백운산,충청남도 천안시 목천면 ,441301201
백운산,충청남도 공주시  ,441506401
백운산,전라북도 무주군 적상면 ,457301401
백운산,전라남도 광양시 옥룡면 ,462300801
백운산,전라남도 함평군  ,468601801
백운산,전라남도 완도군 생일면 ,468901001
백운산,경상남도 밀양시 산내면 ,482706301
백운산,경상남도 고성군 상리면 ,488203101
백운산,경상남도 산청군 단성면 ,488602701
백운산,경상남도 함양군 마천면 ,488701601
백월산,충청남도 보령시 청라면 ,441800801
백월산,충청남도 청양군  ,447902301
백월산,충청남도 예산군 광시면 ,448100801
백월산,경상남도 창원시 북면 ,481100401
백이산,강원도 정선군 남면 ,427703701
백이산,전라남도 보성군  ,467802501
백이산,경상남도 함안군 군북면 ,487300801
백자산,경상북도 경산시 남천면 ,472900901
백적산,강원도 평창군 대화면 ,427602601
백족산,경기도 이천시 장호원읍 ,415001301
백족산,충청북도 청주시상당구 낭성면 ,431101901
백토,전라북도 고창군  ,457903004
백하산,충청북도 영동군 학산면 ,437401801
백학산,전라남도 무안군 해제면 ,468401301
백호산,전라남도 여수시 화정면 ,461301401
백화산,충청북도 청주시청원구  ,431102001
백화산,충청북도 영동군  ,437401901
백화산,경상북도 문경시 문경읍 ,472801501
뱀산,대구광역시 달성군  ,277101101
뱀째산,강원도 양양군 양양읍 ,428301701
버무덕골산,강원도 정선군 사북읍 ,427701501
번널오름,제주도 제주시  ,491105204
번암산,강원도 화천군 사내면 ,427902801
범바위,강원도 속초시 금호동 ,422100504
범바위봉,강원도 삼척시  ,422306001
범바위산,서울특별시 서초구 내곡동 ,116500104
범백산,충청북도 청주시청원구  ,431102101
범어공원,대구광역시 수성구  ,272601204
법산,충청남도 청양군 운곡면 ,447901101
법정악,제주도 서귀포시  ,491303004
법화산,경기도 용인시 구성면 ,414601801
법화산,충청남도 공주시 유구읍 ,441501501
